machine,timestamp,temperature,vibration,humidity,pressure,energy_consumption,machine_status,anomaly_flag,predicted_remaining_life,failure_type,downtime_risk,maintenance_required
VIR30,2025-02-18 21:46:00,58.22,51.69,58.46,1.99,0.91,Running,No,165,Normal,0.0,No
CJL17,2025-02-06 10:26:00,93.29,62.44,54.71,1.08,4.09,Running,Yes,47,Normal,,Yes
GUK33,2025-02-27 13:29:00,75.65,47.98,66.44,3.6,1.62,Running,No,312,Normal,0.0,No
SIQ9,2025-02-27 23:41:00,63.29,45.95,65.72,3.41,0.66,Running,No,261,Normal,,No
DCB34,2025-01-06 20:18:00,82.16,43.34,43.12,1.84,4.18,Failure,No,69,Normal,0.0,Yes
DVO46,2025-02-14 12:23:00,80.83,27.97,78.58,1.64,3.63,Idle,No,138,Normal,0.0,No
JRJ12,2025-01-16 08:19:00,67.11,14.36,60.32,1.24,0.62,Running,No,349,Normal,0.0,No
DVO46,2025-02-10 17:52:00,48.82,74.29,47.66,2.82,1.23,Running,No,85,Normal,,No
RKL4,2025-01-01 14:49:00,66.94,,40.04,2.98,4.9,Running,No,241,Normal,0.0,No
QJN15,2025-02-15 05:55:00,65.2,47.94,43.07,2.75,1.54,Running,No,205,Normal,0.0,No
QJN15,2025-01-20 05:15:00,69.64,48.1,63.98,2.55,0.61,Running,No,247,Normal,0.0,No
JRJ12,2025-02-08 06:33:00,83.28,35.12,59.79,3.01,2.89,Running,No,349,Normal,,No
VIR30,2025-02-24 23:42:00,78.0,42.05,30.5,3.63,3.23,Running,No,146,Normal,0.0,No
BJB18,2025-01-26 03:39:00,66.89,21.7,78.85,1.64,3.16,Running,No,123,Normal,0.0,No
ANO21,2025-01-27 09:15:00,81.77,50.6,32.55,4.52,0.78,Running,No,305,Normal,0.0,No
FPQ39,2025-01-08 17:11:00,81.71,59.47,48.98,2.56,1.62,Running,No,134,Normal,,No
QJN15,2025-03-10 20:27:00,59.15,40.19,71.1,3.07,4.76,Running,No,449,Normal,,No
HJG23,2025-01-25 13:46:00,71.27,50.84,35.9,3.51,2.82,Running,No,212,Normal,,No
DHW47,2025-01-25 20:54:00,88.82,43.62,31.88,4.62,1.58,Running,No,252,Normal,0.0,No
JRJ12,2025-01-22 17:57:00,88.77,53.31,58.47,2.1,0.55,Running,No,18,Normal,0.0,Yes
GJH10,2025-03-09 23:53:00,78.28,53.1,66.27,1.54,3.95,Running,No,492,Normal,0.0,No
OZU38,2025-01-14 00:51:00,67.77,49.12,58.53,2.81,4.05,Running,No,318,Normal,,No
KGY27,2025-01-11 22:40:00,65.99,52.66,74.02,3.36,3.42,Running,No,49,Normal,0.0,No
EZO29,2025-01-12 06:44:00,89.82,59.94,42.5,1.0,3.05,Running,No,426,Normal,0.0,No
OWX49,2025-03-04 17:10:00,85.49,51.2,71.02,1.69,3.27,Running,No,429,Normal,0.0,No
ZKP13,2025-02-11 23:22:00,72.13,26.52,42.64,3.76,4.04,Running,No,269,Normal,,No
QYD25,2025-01-13 23:52:00,60.34,61.4,36.08,1.45,4.72,Running,No,195,Normal,0.0,No
FPO41,2025-01-22 16:03:00,75.58,61.81,37.69,2.28,1.85,Running,No,199,Normal,0.0,No
FKF20,2025-01-06 04:41:00,67.78,42.83,42.8,1.9,2.82,Running,No,192,Normal,0.0,No
QNJ7,2025-03-04 19:26:00,86.62,30.77,45.52,1.04,2.62,Running,No,119,Normal,0.0,No
QNJ7,2025-03-07 18:24:00,65.31,59.76,75.57,1.35,1.8,Running,No,90,Normal,0.0,No
RKL4,2025-02-24 05:13:00,67.99,54.08,70.28,1.76,2.84,Running,No,375,Normal,0.0,No
ZTG36,2025-02-25 08:46:00,69.43,49.83,59.64,3.75,3.08,Running,No,222,Normal,0.0,No
FPQ39,2025-01-25 05:12:00,72.87,37.36,63.25,2.21,2.59,Running,No,80,Normal,,No
SAC1,2025-01-09 13:55:00,54.43,40.49,73.72,2.46,4.43,Running,No,362,Normal,0.0,No
BBS16,2025-03-07 08:29:00,74.88,50.69,63.15,3.84,3.69,Running,No,236,Normal,0.0,No
JRJ12,2025-02-03 15:26:00,99.44,40.5,68.4,1.05,3.08,Running,Yes,45,Normal,1.0,Yes
QNJ7,2025-02-24 01:58:00,61.27,76.19,78.5,3.13,0.96,Running,No,66,Normal,,No
BBS16,2025-03-07 13:59:00,71.83,64.44,58.31,3.52,3.88,Running,No,303,Normal,0.0,No
QJN15,2025-02-22 16:18:00,72.96,20.45,51.9,4.94,3.6,Running,No,222,Normal,0.0,No
DCB34,2025-02-25 21:49:00,86.8,57.11,37.61,4.94,1.71,Running,No,407,Normal,,No
CJL17,2025-03-02 06:42:00,61.31,37.64,58.94,4.95,0.59,Running,No,333,Normal,0.0,No
XEP19,2025-01-12 11:26:00,67.1,43.09,51.62,2.31,1.8,Running,No,71,Normal,0.0,No
HJG23,2025-02-21 09:37:00,,42.86,30.09,4.49,3.48,Running,No,243,Normal,,No
AOE45,2025-02-02 00:12:00,86.0,62.06,35.94,3.98,2.11,Running,No,229,Normal,0.0,No
AOE45,2025-03-02 02:17:00,70.12,44.9,53.2,1.9,1.25,Running,No,264,Normal,0.0,No
WCH43,2025-01-08 17:47:00,80.52,26.31,60.07,4.55,1.81,Idle,No,97,Normal,0.0,No
GSR32,2025-02-03 09:07:00,84.8,89.22,63.34,2.82,2.86,Failure,Yes,35,Normal,1.0,Yes
WCH43,2025-02-13 17:04:00,83.17,42.21,49.11,3.88,1.86,Running,No,185,Normal,,No
XEP19,2025-01-03 20:24:00,72.67,58.89,79.82,3.3,3.25,Idle,No,107,Normal,,No
SAC1,2025-02-05 23:45:00,71.0,38.9,60.31,1.83,1.48,Running,No,14,Normal,,Yes
CJL17,2025-02-10 19:53:00,72.47,34.39,31.66,3.0,3.69,Running,No,224,Normal,0.0,No
YDH6,2025-01-20 03:49:00,87.71,76.21,32.71,2.1,4.2,Running,No,122,Normal,,No
ZKP13,2025-01-27 22:45:00,81.52,55.59,60.97,3.82,2.16,Running,No,97,Normal,0.0,No
OZU38,2025-03-10 03:38:00,73.15,56.36,54.92,2.48,4.11,Running,No,197,Normal,0.0,No
QSA35,2025-02-21 19:31:00,57.78,68.97,76.71,2.32,3.35,Running,No,438,Normal,0.0,No
YDH6,2025-03-03 06:43:00,58.37,35.46,40.32,1.96,0.97,Running,No,433,Normal,,No
YDH6,2025-03-07 11:01:00,93.93,40.35,42.22,2.97,1.25,Running,Yes,46,Normal,,Yes
GSR32,2025-02-15 14:39:00,87.79,62.79,41.94,4.04,1.57,Running,No,11,Normal,0.0,Yes
JRJ12,2025-02-08 23:46:00,73.56,43.79,76.31,1.3,1.0,Running,No,206,Normal,,No
FPQ39,2025-03-05 18:45:00,71.92,63.8,56.96,1.0,1.61,Running,No,389,Normal,0.0,No
AGF22,2025-02-11 15:25:00,66.44,32.74,41.41,2.97,3.42,Running,No,390,Normal,,No
GJR5,2025-02-16 04:33:00,80.84,67.12,59.58,4.32,2.63,Running,No,270,Normal,,No
YDH6,2025-01-30 11:27:00,75.63,,47.91,2.86,2.55,Running,No,201,Normal,,No
OQN3,2025-01-30 22:26:00,95.85,53.6,70.82,3.29,1.72,Running,Yes,15,Normal,,Yes
OQN3,2025-03-05 14:55:00,77.11,59.2,68.43,4.16,3.21,Running,No,176,Normal,,No
GUK33,2025-01-09 20:04:00,,45.56,74.84,2.65,4.18,Running,No,166,Normal,,No
IJA31,2025-02-28 02:07:00,77.47,38.23,40.53,2.62,1.2,Running,No,290,Normal,0.0,No
FKF20,2025-01-09 02:58:00,63.42,56.8,40.01,1.38,1.48,Running,No,95,Normal,0.0,No
ZKP13,2025-02-10 12:47:00,77.89,47.58,60.06,1.01,0.81,Running,No,411,Normal,0.0,No
QNJ7,2025-01-26 17:57:00,76.2,21.58,60.36,4.08,0.57,Running,No,186,Normal,0.0,No
SJO48,2025-01-05 04:50:00,71.92,35.79,61.18,1.84,1.5,Running,No,33,Normal,,No
PXA26,2025-03-06 01:44:00,60.42,72.42,57.72,2.1,3.05,Running,No,64,Normal,0.0,No
IJA31,2025-03-09 21:14:00,74.95,52.26,56.35,3.17,3.68,Failure,No,410,Normal,,Yes
YDH6,2025-01-09 18:02:00,62.76,54.92,54.07,1.58,2.91,Running,No,164,Normal,,No
AOE45,2025-01-08 22:25:00,63.22,85.62,42.35,2.05,4.2,Running,Yes,48,Normal,1.0,Yes
QJN15,2025-01-29 03:43:00,83.85,42.85,59.87,3.89,2.5,Running,No,142,Normal,0.0,No
QYD25,2025-03-07 19:44:00,78.18,37.92,37.77,3.45,1.91,Running,No,274,Normal,,No
RFF14,2025-03-07 22:43:00,76.13,42.49,51.56,3.15,2.35,Running,No,281,Normal,,No
FPQ39,2025-02-15 11:26:00,72.38,62.91,60.21,3.46,1.99,Running,No,164,Normal,,No
FPQ39,2025-03-01 15:36:00,60.84,55.49,79.73,4.77,3.39,Running,No,210,Normal,0.0,No
QYD25,2025-02-10 02:10:00,72.03,52.53,65.64,1.1,2.06,,No,356,Normal,,No
ZKP13,2025-01-05 18:39:00,72.22,52.6,72.41,1.28,0.68,Running,No,441,Normal,0.0,No
FPO41,2025-01-15 15:04:00,82.49,32.11,46.9,1.12,2.95,Running,No,392,Normal,,No
MEO40,2025-01-07 16:20:00,61.08,75.76,61.63,2.55,1.19,Running,No,414,Normal,,No
FPQ39,2025-02-17 19:18:00,70.22,47.01,74.08,4.44,1.19,Running,No,434,Normal,0.0,No
OQN3,2025-01-26 05:53:00,72.78,71.05,36.4,2.9,3.77,Running,No,195,Normal,0.0,No
JJF2,2025-02-18 18:35:00,75.41,37.08,74.92,3.4,1.94,Running,No,125,Normal,,No
PXA26,2025-03-10 19:08:00,104.05,78.2,75.79,3.48,1.41,Running,Yes,45,Normal,1.0,Yes
WXX28,2025-01-29 05:21:00,98.0,31.9,33.81,2.48,2.31,Idle,Yes,42,Normal,1.0,Yes
CJL17,2025-01-30 10:18:00,85.28,34.39,53.61,1.25,0.74,Failure,No,144,Normal,0.0,Yes
YDH6,2025-02-01 16:06:00,70.21,64.82,53.04,4.46,4.07,Running,No,311,Normal,0.0,No
TVG50,2025-02-25 08:03:00,69.08,80.43,76.74,2.66,4.57,Running,Yes,37,Normal,1.0,Yes
FPO41,2025-03-03 14:09:00,87.2,61.85,30.86,4.19,2.81,Running,No,414,Normal,0.0,No
GJH10,2025-03-01 19:59:00,72.56,61.38,41.36,4.77,4.43,Running,No,441,Normal,0.0,No
FPO41,2025-01-25 02:03:00,79.42,68.06,71.07,4.25,0.71,Running,No,291,Normal,0.0,No
QNJ7,2025-02-28 22:32:00,65.57,73.12,74.94,3.99,0.63,Running,No,247,Normal,,No
KGY27,2025-02-19 18:36:00,70.69,72.28,43.5,2.68,0.8,Running,No,147,Normal,0.0,No
FPO41,2025-02-23 15:45:00,49.85,58.34,70.28,4.85,3.03,Running,No,494,Normal,0.0,No
ANO21,2025-02-20 05:18:00,63.91,5.3,32.61,1.09,4.12,Running,No,161,Normal,0.0,No
DCB34,2025-01-26 07:09:00,65.3,55.44,60.08,4.18,4.95,Running,No,374,Normal,0.0,No
QYD25,2025-02-20 11:58:00,58.44,75.21,57.59,1.63,4.14,Idle,No,17,Normal,0.0,Yes
OWX49,2025-01-27 04:46:00,73.11,25.27,66.1,3.67,2.28,Running,No,414,Normal,,No
AGF22,2025-02-19 19:44:00,64.96,38.05,64.37,1.9,4.56,Running,No,256,Normal,,No
ZKP13,2025-01-24 22:00:00,73.95,30.95,55.35,2.73,2.76,Running,No,122,Normal,0.0,No
QYD25,2025-02-25 15:34:00,73.85,64.65,53.08,4.62,2.02,Running,No,486,Normal,,No
XEP19,2025-01-23 11:00:00,69.88,39.4,56.69,1.19,1.69,Running,No,474,Normal,0.0,No
EZO29,2025-02-24 15:39:00,73.4,45.05,50.45,4.99,0.94,Running,No,495,Normal,,No
BPQ42,2025-01-26 17:07:00,65.66,30.3,61.72,4.03,4.84,Running,No,205,Normal,0.0,No
MEO40,2025-01-25 16:06:00,83.34,58.29,41.48,1.62,2.72,Running,No,359,Normal,,No
DCB34,2025-01-22 07:16:00,74.0,62.05,67.54,4.77,3.61,Running,No,148,Normal,,No
TVG50,2025-01-15 08:08:00,64.15,,42.53,3.69,3.05,Running,No,199,Normal,0.0,No
CJL17,2025-02-22 10:35:00,60.63,57.86,44.4,2.96,1.83,Idle,No,39,Normal,0.0,No
OZU38,2025-03-06 03:22:00,73.65,54.64,40.45,1.61,1.29,Running,No,154,Normal,0.0,No
WXX28,2025-02-12 11:50:00,,49.36,78.79,4.21,3.12,Running,No,471,Normal,0.0,No
FPO41,2025-02-03 11:11:00,79.97,83.9,41.21,4.84,3.06,Running,Yes,10,Normal,1.0,Yes
BBS16,2025-01-25 15:06:00,68.73,34.64,71.87,1.41,2.41,Idle,No,239,Normal,,No
OQN3,2025-02-20 14:50:00,81.11,49.21,75.35,1.4,3.44,Running,No,10,Normal,0.0,Yes
XEP19,2025-02-15 05:05:00,70.47,56.09,63.11,3.19,0.97,Running,No,342,Normal,0.0,No
RKL4,2025-01-09 00:41:00,92.67,39.1,79.82,3.75,5.0,Running,Yes,5,Normal,,Yes
DVO46,2025-02-12 16:55:00,81.46,48.68,30.01,4.57,2.63,Running,No,66,Normal,0.0,No
FPO41,2025-01-30 07:05:00,74.82,50.56,43.0,4.38,3.72,Running,No,477,Normal,,No
DCB34,2025-02-08 16:03:00,60.02,23.89,43.33,4.44,1.66,Running,No,96,Normal,,No
JRJ12,2025-03-06 11:27:00,49.17,44.09,50.45,3.63,3.44,Running,No,240,Normal,0.0,No
BBS16,2025-03-04 01:32:00,57.46,27.81,39.97,2.98,2.08,Running,No,384,Normal,0.0,No
DVO46,2025-02-15 08:25:00,80.81,46.24,67.13,2.96,4.59,Running,No,132,Normal,,No
BBS16,2025-01-08 16:59:00,85.74,43.36,75.05,1.26,3.42,Running,No,320,Normal,0.0,No
BJB18,2025-02-11 20:50:00,67.04,44.95,55.88,3.68,4.27,Running,No,416,Normal,0.0,No
MEO40,2025-01-11 13:48:00,81.33,56.89,63.44,3.05,4.86,Running,No,118,Normal,,No
PXA26,2025-02-07 15:16:00,,49.8,78.1,3.44,4.75,Running,No,481,Normal,0.0,No
HJG23,2025-02-10 06:35:00,69.46,47.36,68.34,2.62,3.69,Running,No,455,Normal,0.0,No
PKS8,2025-03-05 16:42:00,71.23,62.03,74.58,3.48,4.73,Running,No,50,Normal,0.0,No
BJB18,2025-01-24 07:21:00,83.61,38.72,45.16,2.91,2.33,Running,No,350,Normal,,No
BJB18,2025-01-07 17:18:00,70.59,64.06,63.04,4.15,0.96,Running,No,379,Normal,0.0,No
ZTG36,2025-02-27 14:51:00,84.37,66.42,66.85,2.01,0.74,Idle,No,494,Normal,0.0,No
AGF22,2025-03-04 15:38:00,69.87,53.74,52.24,1.15,2.36,Failure,No,421,Normal,0.0,Yes
WXX28,2025-02-02 05:09:00,78.38,41.65,47.6,1.65,1.42,Running,No,267,Normal,0.0,No
AGF22,2025-01-08 22:47:00,88.4,36.14,51.65,3.92,1.17,Running,No,453,Normal,0.0,No
RKL4,2025-01-27 01:17:00,80.12,52.09,55.28,4.93,3.36,Running,No,327,Normal,0.0,No
HJG23,2025-02-27 20:21:00,68.56,52.81,45.79,4.77,2.4,Idle,No,112,Normal,0.0,No
ZTG36,2025-01-17 06:05:00,68.78,43.14,76.04,4.43,1.85,Running,No,312,Normal,,No
JJF2,2025-01-09 15:39:00,61.76,51.74,73.27,3.35,1.13,Idle,No,375,Normal,,No
BBS16,2025-01-03 06:31:00,96.8,72.15,30.59,2.89,1.25,Running,Yes,33,Normal,1.0,Yes
PXA26,2025-01-20 20:37:00,76.4,78.58,42.15,1.27,0.64,Running,No,227,Normal,0.0,No
OLM37,2025-01-31 04:54:00,74.39,27.83,44.86,2.01,0.91,Running,No,105,Normal,,No
JJF2,2025-01-15 07:26:00,75.65,77.44,59.21,2.43,4.58,Running,No,208,Normal,,No
DVO46,2025-03-09 19:47:00,78.55,59.08,45.93,2.08,4.44,Running,No,190,Normal,,No
GJH10,2025-01-12 16:05:00,67.98,62.17,55.35,1.34,4.52,Running,No,148,Normal,0.0,No
SIQ9,2025-03-09 15:29:00,79.7,36.59,71.76,3.92,2.99,Running,No,347,Normal,0.0,No
SAC1,2025-02-09 23:00:00,98.64,41.15,40.57,1.83,0.98,Running,Yes,26,Normal,1.0,Yes
FKF20,2025-02-25 18:38:00,74.1,46.8,58.87,3.35,4.35,Running,No,126,Normal,0.0,No
OWX49,2025-01-10 17:19:00,57.42,44.8,34.07,3.29,1.65,Idle,No,372,Normal,0.0,No
WXX28,2025-03-03 03:25:00,85.32,47.78,36.04,3.34,2.07,Running,No,298,Normal,0.0,No
DCB34,2025-02-04 19:17:00,92.04,57.07,42.76,4.17,0.62,Running,Yes,25,Normal,1.0,Yes
DHW47,2025-03-02 06:56:00,94.5,30.59,69.06,3.35,0.79,Running,Yes,45,Normal,,
SAC1,2025-01-23 14:33:00,85.16,68.1,73.0,4.5,3.89,Running,No,431,Normal,0.0,No
OLM37,2025-01-04 14:04:00,80.6,47.19,45.15,1.96,3.56,Running,No,271,Normal,0.0,No
JJF2,2025-01-14 01:00:00,81.09,30.49,60.69,1.55,3.46,Running,No,97,Normal,0.0,No
EZO29,2025-01-15 04:16:00,74.91,50.79,30.06,4.33,2.25,Running,No,319,Normal,,No
ZKP13,2025-01-25 13:37:00,82.56,59.86,40.86,2.61,1.37,Idle,No,431,Normal,0.0,No
OLM37,2025-01-14 14:07:00,61.9,52.97,51.37,1.18,4.29,Running,No,29,Normal,0.0,No
OWX49,2025-01-06 02:34:00,77.6,4.22,75.3,3.88,4.27,Running,No,48,Normal,,No
XEP19,2025-03-06 12:26:00,70.51,65.46,65.71,2.49,0.83,Running,No,303,Normal,,No
GJH10,2025-03-10 14:01:00,78.27,36.85,33.49,4.77,2.13,Running,No,412,Normal,,No
FPQ39,2025-01-07 07:26:00,65.07,48.84,73.42,1.72,1.41,Running,No,69,Normal,0.0,No
DHW47,2025-01-24 23:25:00,82.99,54.02,35.71,4.06,3.46,Failure,No,450,Normal,,Yes
BJB18,2025-01-08 04:51:00,52.75,54.77,34.26,2.61,4.97,Running,No,109,Normal,0.0,No
KGY27,2025-01-06 00:46:00,77.18,81.4,38.12,3.8,4.98,Running,Yes,38,Normal,,Yes
RHH44,2025-03-10 12:59:00,74.35,51.74,72.68,1.22,3.05,Running,No,92,Normal,0.0,No
DHW47,2025-03-01 05:42:00,59.54,53.46,73.19,3.81,3.52,Idle,No,175,Normal,0.0,No
GSR32,2025-01-30 08:52:00,62.83,63.44,58.79,1.2,4.94,Running,No,342,Normal,,No
WCH43,2025-02-14 02:33:00,89.26,45.15,55.74,1.32,1.04,Running,No,404,Normal,0.0,No
DVO46,2025-03-06 12:20:00,66.92,44.41,72.31,2.47,4.34,Running,No,489,Normal,,No
GJR5,2025-01-15 10:41:00,69.75,34.25,43.79,2.59,1.52,Running,No,398,Normal,,No
QNJ7,2025-01-14 20:17:00,69.94,49.29,58.32,4.29,0.59,Running,No,393,Normal,0.0,No
JRJ12,2025-01-17 05:41:00,63.91,41.91,60.33,4.83,2.26,Running,No,111,Normal,,No
SAC1,2025-03-01 01:46:00,84.84,48.28,43.32,4.06,3.48,Running,No,217,Normal,0.0,No
YDH6,2025-02-04 15:20:00,81.57,38.16,45.8,2.77,1.55,Running,No,244,Normal,0.0,No
KGY27,2025-01-19 10:32:00,77.55,48.29,61.22,4.05,1.54,Idle,No,199,Normal,,No
CJL17,2025-02-08 13:05:00,80.31,45.43,55.57,3.45,2.76,Running,No,314,Normal,,No
OZU38,2025-02-17 15:36:00,64.67,44.88,71.8,3.53,2.76,Running,No,358,Normal,0.0,No
HJG23,2025-03-09 15:22:00,86.26,55.64,75.97,2.46,2.51,Running,No,254,Normal,,No
YDH6,2025-02-16 00:22:00,64.26,47.55,38.02,2.72,4.91,Running,No,41,Normal,,No
VIR30,2025-02-19 16:50:00,70.45,34.38,56.51,4.44,1.47,Running,No,448,Normal,0.0,No
JJF2,2025-01-11 09:54:00,64.55,53.4,76.82,2.93,4.13,Idle,No,494,Normal,,No
TVG50,2025-01-10 20:53:00,83.07,43.44,51.56,3.73,4.32,Running,No,446,Normal,0.0,No
JJF2,2025-01-06 01:20:00,68.29,59.94,73.59,3.2,2.48,Running,No,416,Normal,0.0,No
VIR30,2025-02-01 23:36:00,79.3,34.36,59.11,2.32,2.75,Idle,No,486,Normal,0.0,No
SAC1,2025-01-29 15:20:00,,50.84,69.07,1.29,3.05,Running,No,397,Normal,,No
IOT24,2025-02-25 18:46:00,87.36,28.91,43.7,2.83,1.2,Idle,No,430,Normal,0.0,No
BBS16,2025-02-07 05:30:00,76.5,47.09,53.89,2.29,1.34,Running,No,298,Normal,0.0,No
AGF22,2025-02-04 07:24:00,81.21,46.22,41.4,3.41,4.4,Running,No,84,Normal,0.0,No
DCB34,2025-02-17 04:48:00,76.29,70.12,68.06,2.28,1.83,Running,No,353,Normal,0.0,No
ANO21,2025-01-01 11:49:00,89.82,78.01,31.13,4.59,2.77,Running,No,83,Normal,,No
DVO46,2025-01-26 04:29:00,80.42,46.49,68.65,4.93,2.03,Running,No,406,Normal,0.0,No
MEO40,2025-01-11 08:51:00,78.97,64.43,31.34,3.77,0.5,Running,No,99,Normal,,No
ANO21,2025-01-12 17:09:00,77.06,37.59,74.79,3.04,4.23,Running,No,405,Normal,,No
GJH10,2025-01-03 23:11:00,78.83,59.63,44.12,3.49,3.81,Running,No,275,Normal,0.0,No
BJB18,2025-01-15 16:43:00,79.36,25.65,44.79,3.21,0.71,Running,No,107,Normal,0.0,No
MEO40,2025-02-13 14:45:00,78.82,50.07,73.72,3.48,2.44,Running,No,256,Normal,0.0,No
DHW47,2025-01-28 11:19:00,83.7,44.76,46.77,3.34,3.88,Running,No,46,Normal,,No
RFF14,2025-02-12 03:08:00,87.29,57.05,62.52,1.71,2.81,Running,No,168,Normal,,No
IOT24,2025-02-15 02:57:00,64.74,36.74,49.56,4.35,2.05,Running,No,245,Normal,0.0,No
PKS8,2025-03-03 00:56:00,88.21,75.92,77.15,3.8,0.94,Running,No,267,Normal,,No
WCH43,2025-01-19 01:03:00,81.71,75.03,65.66,2.03,3.47,Running,No,56,Normal,,No
DCB34,2025-02-22 17:07:00,83.17,57.54,72.93,1.73,4.31,Idle,No,15,Normal,,Yes
XEP19,2025-02-04 13:56:00,61.77,50.47,31.92,1.88,4.84,Running,No,99,Normal,,No
IJA31,2025-01-25 07:30:00,62.87,46.34,49.03,4.4,4.83,Running,No,463,Normal,0.0,No
VIR30,2025-02-05 14:10:00,84.74,30.12,43.85,3.88,2.44,Running,No,435,Normal,0.0,No
AOE45,2025-02-17 23:53:00,78.59,55.28,49.22,2.09,2.67,Running,No,400,Normal,0.0,No
QJN15,2025-02-09 08:12:00,54.21,46.53,75.47,4.39,4.71,Running,No,494,Normal,,No
OQN3,2025-02-17 21:41:00,60.37,41.29,49.3,2.86,1.96,Running,No,430,Normal,0.0,No
WCH43,2025-01-16 11:43:00,81.07,30.46,76.7,3.6,1.35,Running,No,445,Normal,0.0,No
FPO41,2025-01-03 07:53:00,68.57,17.86,56.11,3.68,4.61,Running,No,425,Normal,0.0,No
CJL17,2025-02-10 01:27:00,86.23,76.92,38.1,2.29,4.47,Running,No,428,Normal,0.0,No
RFF14,2025-01-19 12:46:00,75.65,59.99,37.96,3.05,4.3,Running,No,295,Normal,0.0,No
HJG23,2025-01-14 19:54:00,82.55,41.03,38.3,3.84,3.28,Running,No,116,Normal,,No
XEP19,2025-03-03 09:41:00,98.9,76.23,76.26,2.46,1.58,Running,Yes,21,Normal,1.0,Yes
WXX28,2025-02-20 19:08:00,74.56,63.38,53.0,1.4,2.12,Running,No,161,Normal,,No
BBS16,2025-02-09 14:41:00,77.16,56.75,50.84,4.22,3.45,Running,No,409,Normal,0.0,No
GSR32,2025-02-09 22:57:00,73.3,45.76,62.96,2.33,1.07,Running,No,410,Normal,0.0,No
DHW47,2025-01-12 12:28:00,80.83,41.97,56.25,3.84,4.73,Idle,No,425,Normal,0.0,No
JJF2,2025-01-04 00:46:00,89.73,63.69,57.62,1.23,1.11,Running,No,442,Normal,,No
OQN3,2025-02-06 09:47:00,81.83,54.55,78.25,4.53,4.82,Running,No,177,Normal,0.0,No
DCB34,2025-02-21 17:44:00,73.54,41.77,41.81,4.89,4.25,Running,No,86,Normal,0.0,No
AOE45,2025-01-21 06:29:00,82.75,52.95,41.88,3.47,4.22,Running,No,260,Normal,0.0,No
HJG23,2025-03-02 16:36:00,89.21,46.35,42.79,2.94,3.29,Idle,No,241,Normal,,No
WCH43,2025-03-05 08:25:00,69.78,26.46,32.65,1.07,1.0,Running,No,203,Normal,0.0,No
GJR5,2025-01-29 11:56:00,71.28,45.88,62.77,3.11,4.11,Idle,No,444,Normal,,No
RKL4,2025-01-20 13:13:00,71.12,40.47,39.19,1.55,1.09,Running,No,113,Normal,0.0,No
RHH44,2025-02-24 21:11:00,87.81,36.85,76.38,4.24,2.22,Running,No,430,Normal,0.0,No
SJO48,2025-02-08 05:47:00,70.91,69.35,43.07,2.41,0.81,Running,No,311,Normal,,No
GSR32,2025-01-15 23:08:00,74.05,25.72,40.42,3.9,2.25,,No,107,Normal,,No
IOT24,2025-03-08 17:33:00,81.84,65.06,64.66,3.14,2.33,Idle,No,108,Normal,,No
SIQ9,2025-02-21 04:35:00,71.26,66.48,62.97,4.83,3.43,Running,No,149,Normal,,No
GSR32,2025-02-15 21:41:00,74.57,54.07,74.09,1.84,3.51,Running,No,67,Normal,0.0,No
GUK33,2025-03-01 20:08:00,82.25,46.83,75.41,4.11,2.72,Running,No,87,Normal,,No
OLM37,2025-02-05 05:16:00,76.85,51.01,52.31,1.81,2.4,Running,No,21,Normal,,No
EZO29,2025-02-18 08:58:00,74.14,62.59,52.11,1.84,3.04,Running,No,112,Normal,0.0,No
SJO48,2025-02-24 05:01:00,88.78,48.13,54.09,1.61,4.58,Idle,No,446,Normal,0.0,No
OQN3,2025-02-15 05:33:00,80.93,20.2,40.36,3.63,2.56,Running,No,165,Normal,,No
XEP19,2025-01-25 06:48:00,56.25,55.58,65.51,4.27,1.23,Running,No,206,Normal,,No
TVG50,2025-02-18 01:31:00,79.48,52.91,56.84,4.0,3.35,Running,No,409,Normal,0.0,No
HJG23,2025-02-28 20:29:00,95.29,61.07,38.03,1.41,1.16,Running,Yes,7,Normal,,Yes
PXA26,2025-01-05 23:38:00,74.3,59.85,54.32,2.7,2.22,Running,No,106,Normal,,No
SAC1,2025-01-23 17:17:00,60.47,43.08,53.49,4.51,0.7,Idle,No,177,Normal,0.0,No
DCB34,2025-01-26 08:08:00,79.37,62.71,77.65,2.29,1.79,Running,No,183,Normal,0.0,No
DVO46,2025-02-06 19:14:00,71.43,79.78,66.86,3.17,4.43,Failure,No,309,Normal,0.0,Yes
RFF14,2025-01-24 11:09:00,67.75,36.22,33.21,3.66,1.12,Idle,No,440,Normal,0.0,No
QJN15,2025-01-22 08:13:00,69.83,63.99,54.83,1.5,4.22,Running,No,207,Normal,,No
AGF22,2025-01-25 18:32:00,89.2,37.68,76.5,3.55,4.55,Running,No,266,Normal,0.0,No
DHW47,2025-02-26 18:58:00,83.32,40.26,70.96,4.54,2.86,Running,No,486,Normal,,No
IJA31,2025-02-15 20:34:00,74.19,37.72,75.1,1.44,4.41,Running,No,36,Normal,,No
RKL4,2025-01-17 07:44:00,69.01,47.53,46.71,1.95,0.97,Running,No,163,Normal,0.0,No
JRJ12,2025-02-21 17:34:00,76.04,54.22,49.09,1.45,2.87,Running,No,477,Normal,0.0,No
PXA26,2025-01-07 22:35:00,70.31,48.81,57.12,3.77,0.58,Running,No,101,Normal,0.0,No
